	anime_ids	name	genre	type	episodes	rating	members
1734	4476	Galaxy Angel 3	Comedy,Sci-Fi	TV	26	7.44	6244
1739	68	Nabari no Ou	Action,Comedy,Drama,Fantasy,Shounen,Supernatural	TV	26	7.44	107384
1742	672	One Piece Movie 8: Episode of Alabasta - Sabaku no Oujo to Kaizoku-tachi	Action,Adventure,Fantasy,Shounen	Movie	1	7.44	31909
1750	2129	Tales of Zestiria the X: Saiyaku no Jidai	Action,Fantasy	Special	1	7.44	26647
1752	5914	Tegamibachi Gakuen	Comedy	Special	25	7.44	6649
1757	4667	Damekko Doubutsu	Comedy	TV	26	7.43	8024
1766	184	Hori-san to Miyamura-kun	Comedy,Romance,School,Shounen	OVA	3	7.43	26535
1769	1795	Kannagi	Comedy,School,Shounen,Supernatural	TV	13	7.43	94202
1771	3140	Kiba	Adventure,Fantasy,Shounen	TV	51	7.43	47651
1775	682	Naruto: Shippuuden Movie 1	Action,Adventure,Comedy,Fantasy,Shounen	Movie	1	7.43	108170
1779	5978	Oseam	Adventure,Drama	Movie	1	7.43	3648
1783	4338	Robot Carnival	Fantasy,Sci-Fi	OVA	1	7.43	7213
1792	4687	Tobe! Isami	Action,Adventure,Comedy,Romance,Shounen	TV	50	7.43	854
1796	1984	Ansatsu Kyoushitsu (TV): Deai no Jikan	Action,Comedy,School,Shounen	Special	1	7.42	29382
1798	2529	Black Jack: Futari no Kuroi Isha	Drama	Movie	1	7.42	2634
1799	1784	Cheonnyeon-yeowoo Yeowoobi	Drama,Fantasy,Sci-Fi	Movie	1	7.42	9045
1801	2107	Digimon Xros Wars: Aku no Death General to Nanatsu no Oukoku	Action,Adventure,Comedy,Fantasy,Shounen	TV	24	7.42	12505
1804	6555	Doraemon Movie 13: Nobita to Kumo no Oukoku	Adventure,Comedy	Movie	1	7.42	1817
1815	1946	MÄR	Action,Adventure,Comedy,Fantasy,Shounen	TV	102	7.42	28968
1818	1977	Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru OVA	Comedy,Romance,School	OVA	1	7.42	35583
1821	2372	Saint Seiya: Shinku no Shounen Densetsu	Adventure,Fantasy,Sci-Fi,Shounen	Movie	1	7.42	8849
1822	2376	Saint Seiya: Tenkai-hen Josou - Overture	Adventure,Sci-Fi,Shounen	Movie	1	7.42	11705
1834	1513	Allison to Lillia	Action,Adventure,Shounen	TV	26	7.41	27571
1848	1041	Konjiki no Gash Bell!!: 101 Banme no Mamono	Adventure,Shounen,Supernatural	Movie	1	7.41	4425
1849	5205	Maria-sama ga Miteru 4th Specials	Comedy	Special	11	7.41	3659
1852	694	Myself; Yourself	Drama,Romance,School	TV	13	7.41	115075
1854	5138	One Piece: Episode of Alabasta - Prologue	Action,Adventure,Fantasy,Shounen	OVA	1	7.41	4225
1856	1409	Plastic Neesan	Comedy,School	ONA	12	7.41	83977
1870	2980	Choujigen Game Neptune The Animation OVA	Action,Comedy,Fantasy,Sci-Fi	OVA	1	7.4	16067
1872	6471	Doraemon Movie 01: Nobita no Kyouryuu	Adventure,Comedy	Movie	1	7.4	1773
1881	928	Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?: Onsen Manyuuki	Fantasy,Supernatural	OVA	1	7.4	44450
1883	3368	Natsu no Arashi!	Comedy,Romance,Supernatural	TV	13	7.4	30098
1885	1240	Nogizaka Haruka no Himitsu: Finale	Comedy,Romance	OVA	4	7.4	20660
1888	4886	Ramayana: The Legend of Prince Rama	Adventure	Movie	1	7.4	517
1894	3370	Tetsuwan Birdy Decode: The Cipher	Action,Comedy,Sci-Fi	OVA	1	7.4	12944
1901	2190	Air Movie	Drama,Romance,Supernatural	Movie	1	7.39	44179
1906	731	Druaga no Tou: The Sword of Uruk	Adventure,Fantasy	TV	12	7.39	46237
1922	3175	Ranma ½: Chuugoku Nekonron Daikessen! Okite Yaburi no Gekitou-hen!!	Adventure,Comedy,Shounen	Movie	1	7.39	13073
1927	1070	Shaman King Specials	Action,Comedy,Shounen,Supernatural	Special	5	7.39	12148
1931	618	Tsubasa Chronicle: Tori Kago no Kuni no Himegimi	Action,Adventure,Drama,Fantasy,Shounen	Movie	1	7.39	33633
1939	2508	Black Jack the Movie	Drama	Movie	1	7.38	6404
1942	6775	Doraemon: Nobita&#039;s the Night Before a Wedding	Fantasy	Movie	1	7.38	983
1947	3385	Kyoushoku Soukou Guyver (2005)	Adventure,Sci-Fi,Shounen	TV	26	7.38	12337
1948	6220	Lupin III: Fuuma Ichizoku no Inbou	Action,Adventure,Comedy,Shounen	Movie	1	7.38	4018
1952	3270	Rain Town	Drama	ONA	1	7.38	12489
1956	2299	School Rumble San Gakki	Comedy,Romance,School,Shounen	OVA	2	7.38	41898
1965	815	Amagami SS OVA	Romance,School	OVA	6	7.37	31010
1975	4477	Galaxy Angel 3 Specials	Comedy,Sci-Fi	Special	2	7.37	2574
1976	4478	Galaxy Angel 4	Comedy,Sci-Fi	TV	13	7.37	5046
1977	2828	Ghost in the Shell: Nyuumon Arise	Comedy	TV	26	7.37	4636
1985	6502	Keroro Gunsou Movie 5: Tanjou! Kyuukyoku Keroro, Kiseki no Jikuu-jima, de arimasu!!	Comedy	Movie	1	7.37	1577
1991	669	One Piece: Nenmatsu Tokubetsu Kikaku! Mugiwara no Luffy Oyabun Torimonochou	Adventure,Comedy,Fantasy,Shounen	Special	1	7.37	18307
1992	2691	Shinryaku! Ika Musume Specials	Comedy	Special	2	7.37	14497
1993	470	Slayers Revolution	Adventure,Comedy,Fantasy	TV	13	7.37	23679
1998	2815	Yamada-kun to 7-nin no Majo	Comedy,School,Shounen,Supernatural	ONA	1	7.37	23937
2003	1787	Cencoroll	Action,Sci-Fi	Movie	1	7.36	56370
2004	2547	Cybersix	Action,Adventure,Romance,Sci-Fi	TV	13	7.36	3607
2007	1901	Dragon Ball Z Movie 09: Ginga Girigiri!! Bucchigiri no Sugoi Yatsu	Adventure,Comedy,Fantasy,Sci-Fi,Shounen	Movie	1	7.36	51083
2009	2002	Ixion Saga DT	Action,Comedy,Fantasy	TV	25	7.36	52569
2012	507	Kotoura-san	Comedy,Drama,Romance,School	TV	12	7.36	123691
2013	2968	Kyouran Kazoku Nikki	Comedy,Sci-Fi	TV	26	7.36	20883
2018	6617	Masuda Kousuke Gekijou Gag Manga Biyori 3	Comedy	TV	12	7.36	1615
2022	5133	One Piece: Kinkyuu Kikaku One Piece Kanzen Kouryakuhou	Adventure,Comedy,Fantasy,Shounen	Special	1	7.36	5914
2030	2649	Zettai Karen Children OVA: Aitazousei! Ubawareta Mirai?	Action,Comedy,Shounen,Supernatural	OVA	1	7.36	4277
2032	830	Amagami SS: Tachibana Miya-hen - Imouto	School	Special	1	7.35	31019
2033	1701	Amagi Brilliant Park: Nonbirishiteiru Hima ga Nai!	Comedy	Special	1	7.35	30342
2035	658	Clannad Movie	Drama,Fantasy,Romance,School	Movie	1	7.35	99506
2038	699	Druaga no Tou: The Aegis of Uruk	Adventure,Comedy,Fantasy	TV	12	7.35	69683
2048	5263	Lupin III: Chi no Kokuin - Eien no Mermaid	Action,Adventure,Comedy,Shounen	Special	1	7.35	3069
2050	1216	Nogizaka Haruka no Himitsu	Comedy,Romance	TV	12	7.35	80820
2052	679	One Piece: Jango no Dance Carnival	Comedy,Fantasy,Shounen	Movie	1	7.35	22157
2053	1494	Onegai☆Teacher	Comedy,Drama,Romance,School,Sci-Fi	TV	12	7.35	99558
2067	311	Utawarerumono: Itsuwari no Kamen	Action,Drama,Fantasy	TV	25	7.35	55851
2078	6636	Gugure! Kokkuri-san Specials	Comedy,Romance,Shounen,Supernatural	Special	11	7.34	5870
2084	5067	Lupin III (2015) Specials	Action,Adventure,Comedy,Shounen	Special	2	7.34	1353
2087	6922	Mojakou	Comedy,Fantasy,Sci-Fi	TV	74	7.34	1218
2090	835	One Piece 3D: Mugiwara Chase	Action,Adventure,Comedy,Fantasy,Shounen	Movie	1	7.34	23772
2093	2254	Ou Dorobou Jing	Adventure,Comedy,Fantasy,Sci-Fi,Shounen	TV	13	7.34	21920
2098	1275	The Animatrix	Action,Drama,Sci-Fi	OVA	9	7.34	42831
2101	2495	Yuu☆Yuu☆Hakusho: Meikai Shitou-hen - Honoo no Kizuna	Action,Comedy	Movie	1	7.34	13775
2104	884	Amagami SS+ Plus Specials	Romance	Special	6	7.33	17764
2105	323	Aoharu x Kikanjuu: Kemono-tachi no Senjou da na!	Action,Comedy,Shounen	Special	1	7.33	13993
2106	4348	Aru Tabibito no Nikki	Adventure,Fantasy	ONA	6	7.33	15565
2111	6603	Doraemon Movie 04: Nobita no Kaitei Kiganjou	Fantasy	Movie	1	7.33	1168
2117	1861	Hitsugi no Chaika: Avenging Battle	Action,Adventure,Comedy,Fantasy,Romance,Shounen	TV	10	7.33	91049
2121	2167	Kimi no Iru Machi: Tasogare Kousaten	Drama,Romance,School,Shounen	OVA	2	7.33	25799
2124	6110	Lupin III: $1 Money Wars	Action,Adventure,Comedy,Shounen	Special	1	7.33	2950
2125	5637	Mai Mai Shinko to Sennen no Mahou	Adventure,Drama	Movie	1	7.33	6491
2126	2640	Mameshiba	Comedy	Special	24	7.33	3085
2136	1849	Ryuugajou Nanana no Maizoukin (TV)	Comedy,Supernatural	TV	11	7.33	101326
2137	6026	Sango Shou Densetsu: Aoi Umi no Elfie	Adventure,Sci-Fi	Movie	1	7.33	524
2150	2766	Bakuman.: Deraman.	Comedy,School,Shounen	Special	2	7.32	7962
2151	921	Chuunibyou demo Koi ga Shitai! Lite	Comedy,School	ONA	6	7.32	60139
2152	6340	Di Gi Charat Nyo	Comedy,Fantasy,Sci-Fi	TV	104	7.32	3782
2154	6605	Doraemon Movie 03: Nobita no Daimakyou	Adventure	Movie	1	7.32	1156
2169	4452	Lupin III: Dead or Alive	Action,Adventure,Comedy,Shounen	Movie	1	7.32	4296
2173	5044	One Piece 3D: Gekisou! Trap Coaster	Action,Adventure,Comedy,Fantasy,Shounen	Movie	1	7.32	10373
2188	4181	Gensoumaden Saiyuuki OVA	Adventure,Shounen,Supernatural	OVA	2	7.31	3223
2190	4668	Ginga Densetsu Weed	Adventure,Drama,Shounen	TV	26	7.31	7484
2195	585	Love Hina Haru Special: Kimi Sakura Chiru Nakare!!	Adventure,Comedy,Romance	Special	1	7.31	40858
2196	6219	Lupin III: Nusumareta Lupin	Action,Adventure,Comedy,Shounen	Special	1	7.31	2694
2198	6004	Mama wa Shougaku 4 Nensei	Comedy,Drama,Sci-Fi	TV	51	7.31	1711
2201	2288	Saishuu Heiki Kanojo	Drama,Romance,School,Sci-Fi	TV	13	7.31	58051
2202	7276	Sekai Meisaku Douwa: Hakuchou no Mizuumi	Drama,Fantasy,Romance	Movie	1	7.31	1705
2207	4229	Wagaya no Oinari-sama.	Adventure,Fantasy,Shounen,Supernatural	TV	24	7.31	23132
2217	4645	Hokuto no Ken Movie	Adventure,Sci-Fi,Shounen	Movie	1	7.3	9328
2220	877	Koi to Senkyo to Chocolate	Drama,Romance,School	TV	12	7.3	91552
2226	2212	Rec: Yurusarezarumono	Comedy,Drama,Romance	Special	1	7.3	16654
2234	4818	Urusei Yatsura Movie 1: Only You	Action,Adventure,Comedy,Drama,Romance,Sci-Fi	Movie	1	7.3	3818
2239	5934	B&#039;T X Neo	Action,Adventure,Shounen	OVA	14	7.29	2864
2240	686	Black Cat Special	Action,Comedy,Shounen	Special	1	7.29	15333
2241	6825	Black Jack (TV): Hizouban Specials	Adventure	Special	2	7.29	1707
2248	5176	Digimon X-Evolution	Action,Adventure,Fantasy,Sci-Fi	Movie	1	7.29	12449
2251	4475	Galaxy Angel Z	Comedy,Sci-Fi	TV	9	7.29	6616
2254	3574	Guin Saga	Adventure,Fantasy	TV	26	7.29	26176
2261	521	Kyoukaisenjou no Horizon	Action,Fantasy	TV	13	7.29	90977
2262	6109	Lupin III: Alcatraz Connection	Action,Adventure,Comedy,Shounen	Special	1	7.29	3242
2270	4375	Utawarerumono OVA	Action,Comedy,Fantasy	OVA	3	7.29	13738
2275	1185	Ansatsu Kyoushitsu	Action,Comedy,Shounen	Special	1	7.28	35230
2283	1047	Giniro no Kami no Agito	Adventure,Drama,Fantasy,Romance,Sci-Fi	Movie	1	7.28	45084
2288	6214	Lupin III: Tenshi no Tactics - Yume no Kakera wa Koroshi no Kaori	Action,Adventure,Comedy,Shounen	Special	1	7.28	3183
2291	1169	Naruto Shippuuden: Shippuu! &quot;Konoha Gakuen&quot; Den	Comedy	Special	1	7.28	34056
2293	907	Nerawareta Gakuen	Romance,School,Sci-Fi	Movie	1	7.28	44787
2294	4271	Onmyou Taisenki	Adventure,Fantasy,Shounen,Supernatural	TV	52	7.28	3945
2297	2389	Saint Seiya: Soul of Gold	Action,Adventure,Fantasy,Sci-Fi,Shounen	ONA	13	7.28	11992
2305	5053	Usavich III	Comedy	TV	13	7.28	3038
2316	5202	Ghost Sweeper GS Mikami	Comedy,Supernatural	TV	45	7.27	5118
2320	2037	Kamisama Kazoku	Comedy,Drama,Fantasy,Romance	TV	13	7.27	32828
2329	6236	Lupin III: Sweet Lost Night - Mahou no Lamp wa Akumu no Yokan	Adventure,Comedy,Shounen	Special	1	7.27	2338
2339	3023	Tenchi Muyou! in Love 2: Haruka Naru Omoi	Drama,Romance,Sci-Fi,Shounen	Movie	1	7.27	10233
2343	6640	Toriko Movie: Bishokushin no Special Menu	Action,Adventure,Fantasy,Shounen	Movie	1	7.27	3077
2344	6672	Urusei Yatsura: The Shougaibutsu Suieitaikai	Action,Comedy,Romance,School,Sci-Fi	Special	1	7.27	1848
2345	3516	Usavich II	Adventure,Comedy	TV	13	7.27	3382
2347	1113	Ao no Exorcist: Ura Ex	Action,Fantasy,Shounen,Supernatural	Special	10	7.26	43615
2349	6453	Baka to Test to Shoukanjuu: Matsuri - Sentakushi Ikou nomi	Comedy,School	Special	6	7.27	3817
2353	6600	Doraemon Movie 14: Nobita to Buriki no Labyrinth	Fantasy	Movie	1	7.26	1181
2354	3441	Druaga no Tou: The Aegis of Uruk - Jil no Bouken	Adventure,Fantasy	Special	1	7.26	10516
2356	2749	Fate/Zero Remix	Action,Fantasy,Supernatural	Special	2	7.26	10824
2358	5704	Fushigi Yuugi Special: Nakago Shikkari Shinasai!	Comedy	Special	2	7.25	943
2367	3332	Kyoukai no Rinne (TV) 2nd Season	Comedy,Romance,School,Shounen,Supernatural	TV	25	7.26	15519
2373	5738	Popolocrois Monogatari	Adventure,Fantasy	TV	25	7.26	1260
2376	6094	Seimei no Kagaku: Micro Patrol	Adventure	TV	26	7.26	801
2377	974	Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie Lite	Comedy	Special	1	7.26	13238
2378	5019	Tanaka-kun wa Kyou mo Kedaruge	Comedy,School	Special	35	7.26	10434
2386	647	Digimon Frontier	Action,Adventure,Comedy,Drama,Fantasy,Shounen	TV	50	7.25	74929
2394	6084	Jungle Taitei Movie (1997)	Adventure,Fantasy	Movie	1	7.25	1771
2398	1832	Kyousou Giga (2012)	Action,Fantasy,Supernatural	ONA	5	7.25	17584
2400	5769	Lupin III: Moeyo Zantetsuken!	Action,Adventure,Comedy,Shounen	Special	1	7.25	3456
2402	3559	Moyashimon Returns	Comedy,School,Supernatural	TV	11	7.25	16251
2412	3121	Sanzoku no Musume Ronja	Adventure	TV	26	7.25	15236
2417	808	Tales of Symphonia The Animation: Tethe&#039;alla-hen Specials	Comedy	Special	4	7.25	5067
2425	631	Dragon Ball Z Movie 05: Tobikkiri no Saikyou tai Saikyou	Adventure,Comedy,Fantasy,Sci-Fi,Shounen	Movie	1	7.24	59207
2432	1042	Konjiki no Gash Bell!!: Mecha Vulkan no Raishuu	Adventure,Shounen,Supernatural	Movie	1	7.24	3630
2440	5408	RD Sennou Chousashitsu	Action,Sci-Fi	TV	26	7.24	16331
2443	1839	Toaru Hikuushi e no Koiuta	Adventure,Drama,Romance	TV	13	7.24	53375
2445	7233	Urayasu Tekkin Kazoku	Comedy,Shounen	TV	33	7.24	923
2446	3339	Wasurenagumo	Comedy,Supernatural	Movie	1	7.24	18000
2447	5489	YAT Anshin! Uchuu Ryokou	Adventure,Comedy,Sci-Fi,Shounen	TV	50	7.24	887
2450	5990	Bokura wa Minna Kawaisou Specials	Comedy	Special	14	7.23	7292
2458	2752	Guilty Crown: 4-koma Gekijou	Comedy	Special	11	7.23	13053
2461	6489	Maison Ikkoku: Ikkokujima Nanpa Shimatsuki	Comedy,Drama,Romance	OVA	1	7.23	2341
2475	1150	Bakuman. 3rd Season Specials	Comedy	Special	2	7.22	6765
2479	5144	Chirin no Suzu	Adventure,Drama,Fantasy	Movie	1	7.22	3344
2480	969	Chuunibyou demo Koi ga Shitai! Ren Lite	Comedy,School	ONA	6	7.22	31544
2484	4925	Higepiyo	Comedy	TV	39	7.22	4427
2486	4400	Kyoro-chan	Adventure,Comedy,Fantasy	TV	91	7.22	1124
2495	4190	Tetsuwan Birdy	Action,Comedy,Sci-Fi,Shounen	OVA	4	7.22	13855
2497	2038	Yoake Mae yori Ruriiro na: Crescent Love	Comedy,Romance,School,Sci-Fi	TV	12	7.22	22770
2500	1037	Bleach: Memories in the Rain	Action,Adventure,Drama,Shounen,Supernatural	Special	1	7.21	78111
2508	1401	Ichigo Mashimaro Episode 0	Comedy	Special	1	7.21	9610
2515	3012	Mamoru-kun ni Megami no Shukufuku wo!	Comedy,Romance,School	TV	24	7.21	16922
2516	4691	Marco: Haha wo Tazunete Sanzenri	Adventure,Drama	Movie	1	7.21	1060
2525	2289	Saishuu Heiki Kanojo: Another Love Song	Drama,Romance,Sci-Fi	OVA	2	7.21	12239
2546	6235	Lupin III: Seven Days Rhapsody	Action,Adventure,Comedy,Shounen	Special	1	7.2	2482
2573	6982	Hi no Tori: Uchuu-hen	Drama,Fantasy,Sci-Fi	OVA	1	7.19	1158
2574	5483	Jungle Taitei: Yuuki ga Mirai wo Kaeru	Adventure	Special	1	7.19	1163
2581	474	Sekirei: Hajimete no Otsukai	Comedy	Special	1	7.19	32430
2582	886	Tales of Symphonia The Animation: Sekai Tougou-hen Specials	Comedy	Special	3	7.19	3692
2585	7119	Yuki no Joou	Adventure,Drama,Fantasy	TV	36	7.19	2228
2587	1568	Zombie-Loan Specials	Action,Shounen,Supernatural	Special	2	7.19	22182
2590	3504	Brotherhood: Final Fantasy XV	Action	ONA	5	7.18	29445
2592	3164	Cyborg Kuro-chan	Comedy,Sci-Fi	TV	66	7.18	3188
2595	5098	Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka OVA	Action,Adventure,Comedy,Fantasy,Romance	OVA	1	7.18	23370
2614	3232	Otome wa Boku ni Koishiteru	Comedy,Drama,Romance,School	TV	12	7.18	42190
2617	1846	Sekai Seifuku: Bouryaku no Zvezda	Action,Comedy,Fantasy	TV	12	7.18	67877
2619	4879	Solty Rei Special	Comedy,Drama	Special	1	7.18	2641
2623	2080	Tokyo Magnitude 8.0 Recap	Drama	Special	1	7.18	4257
2630	976	Chuunibyou demo Koi ga Shitai! Ren Specials	Comedy	Special	7	7.17	20337
2636	2103	Kannagi: Moshimo Kannagi ga Attara...	Comedy,School,Shounen,Supernatural	Special	1	7.17	22155
2639	6222	Lupin III: Twilight Gemini no Himitsu	Action,Adventure,Comedy,Shounen	Special	1	7.17	3493
2648	211	Senyuu. Specials	Action,Comedy,Fantasy,Shounen	Special	4	7.17	10194
2655	4820	Urusei Yatsura Movie 3: Remember My Love	Action,Adventure,Comedy,Drama,Romance,Sci-Fi	Movie	1	7.17	2897
2657	3557	Wonderful Days	Action,Drama,Romance,Sci-Fi	Movie	1	7.17	23422
2660	3089	Asatte no Houkou.	Drama,Supernatural	TV	12	7.16	16909
2663	1706	Classroom☆Crisis	School,Sci-Fi	TV	13	7.16	55977
2664	4226	Daisougen no Chiisana Tenshi: Bush Baby	Adventure,Drama	TV	40	7.16	889
2665	2562	Digimon Tamers: Bousou Digimon Tokkyuu	Adventure,Comedy,Sci-Fi,Shounen	Movie	1	7.16	14037
2670	4433	Gensoumaden Saiyuuki: Kibou no Zaika	Adventure,Fantasy	OVA	1	7.16	2557
2674	231	Hinata no Aoshigure	Adventure,Fantasy,Romance	Movie	1	7.16	6970
2677	2917	Koro-sensei Q!	Comedy,Shounen	Movie	1	7.14	13657
2678	6221	Lupin III: Harimao no Zaihou wo Oe!!	Action,Adventure,Comedy,Shounen	Special	1	7.16	3057
2679	6244	Lupin III: The Last Job	Adventure,Comedy,Shounen	Special	1	7.16	2685
2686	2699	Ore no Imouto ga Konnani Kawaii Wake ga Nai: SD Chara ni Yoru Character Commentary	Comedy	Special	16	7.16	14917
2699	2596	Shangri-La	Action,Drama,Sci-Fi	TV	24	7.16	38495
2701	2719	SKET Dance: Demystifying Special	School,Shounen	Special	1	7.16	3276
2710	3276	Buki yo Saraba	Action,Drama,Sci-Fi	Movie	1	7.15	5078
2718	4685	Dragon Quest: Abel Yuusha Densetsu	Action,Adventure,Fantasy,Shounen	TV	43	7.15	2104
2719	457	Elf wo Karu Mono-tachi II	Adventure,Comedy,Fantasy	TV	12	7.15	8004
2723	3256	Iblard Jikan	Fantasy	OVA	1	7.15	11116
2725	2118	Jitsu wa Watashi wa	Comedy,Fantasy,Romance,School,Shounen,Supernatural	TV	13	7.15	88500
2727	6490	Maison Ikkoku: Utsuriyuku Kisetsu no Naka de	Comedy,Drama,Romance	OVA	1	7.15	1458
2729	3691	Ninku	Adventure,Shounen	TV	55	7.15	2424
2741	3515	Usavich	Adventure,Comedy	TV	13	7.15	4675
2753	633	Dragon Ball Z Movie 07: Kyokugen Battle!! Sandai Super Saiyajin	Adventure,Comedy,Fantasy,Sci-Fi,Shounen	Movie	1	7.14	52690
2754	2018	Dragon Ball: Ossu! Kaettekita Son Gokuu to Nakama-tachi!!	Action,Adventure,Comedy,Fantasy	Special	1	7.14	25251
2756	4469	Galaxy Angel	Comedy,Sci-Fi	TV	24	7.14	17601
2758	4871	Hotori: Tada Saiwai wo Koinegau	Drama,Sci-Fi	Movie	1	7.14	3701
2763	845	Last Exile: Ginyoku no Fam	Action,Adventure,Sci-Fi	TV	21	7.14	28616
2765	1559	Murder Princess	Action,Adventure,Fantasy	OVA	6	7.14	39377
2768	1498	Onegai☆Twins: Natsu wa Owaranai	Comedy,Drama,Romance	OVA	1	7.14	22614
2769	6631	Papa to Odorou	Comedy	TV	16	7.14	567
2773	2932	Ryuusei no Rockman Tribe	Adventure	TV	21	7.14	3510
2776	2809	Toaru Kagaku no Railgun S: Motto Marutto Railgun	Comedy	Special	2	7.14	14807
2781	3161	Captain Future	Action,Adventure,Sci-Fi,Shounen	TV	52	7.13	1837
2782	4534	Galaxy Angel Z Special	Comedy,Sci-Fi	Special	1	7.13	2208
2783	2974	gdgd Fairies 2	Comedy,Fantasy	TV	12	7.13	1248
2784	3851	Generator Gawl	Action,Adventure,Comedy,Drama,Sci-Fi,Shounen	TV	12	7.13	5457
2787	517	Hidan no Aria	Action,Comedy,Romance,School	TV	12	7.13	171888
2788	1746	Karneval Specials	Comedy	Special	11	7.13	4415
2794	2925	Medarot	Adventure,Comedy,Sci-Fi,Shounen	TV	52	7.13	30148
2798	4898	Pandane to Tamago-hime	Adventure,Fantasy	Movie	1	7.13	1995
2800	1109	Prince of Tennis: Mini Theater	Comedy	Special	3	7.13	3010
2803	2375	Saint Seiya: Kamigami no Atsuki Tatakai	Adventure,Sci-Fi,Shounen	Movie	1	7.13	8894
2818	3408	Iriya no Sora, UFO no Natsu	Drama,Romance,Sci-Fi	OVA	6	7.12	18254
2823	3462	Kill Me Baby: Butsuzou Kegatte Nise Halloween	Comedy,School	OVA	1	7.12	7171
2826	3481	Mushrambo	Adventure,Drama,Fantasy,Sci-Fi,Shounen	TV	32	7.12	8722
2836	7198	Stop!! Hibari-kun!	Comedy	TV	35	7.12	1355
2838	6805	Ura Tegamibachi	Comedy	Special	25	7.12	3326
2849	1985	Gatchaman Crowds Insight: Inbound	Adventure,Sci-Fi	ONA	1	7.11	14786
2856	5745	Lupin III: Princess of the Breeze - Kakusareta Kuuchuu Toshi	Action,Adventure,Comedy,Shounen	Special	1	7.11	2083
2868	1339	Taiyou no Mokushiroku: A Spirit of the Sun	Drama,Sci-Fi	Special	2	7.11	1433
2878	1551	Chobits: Chibits	Comedy,Romance	Special	1	7.1	35513
2881	2100	Digimon Savers	Adventure,Comedy,Drama,Fantasy,Shounen	TV	48	7.1	41021
2882	2561	Digimon Tamers: Boukensha-tachi no Tatakai	Adventure,Drama,Sci-Fi,Shounen	Movie	1	7.1	12676
2883	2369	El Hazard: The Wanderers	Adventure,Comedy,Fantasy,Romance	TV	26	7.1	9289
